ID,Tune Date,System,Test ID,69 m/z,70 m/z,219 m/z,220 m/z,502 m/z,503 m/z,Amu gain,Amu offset,Emission,EM Volts,Ent Lens,Ion Focus,Repeller,Ent Lens offset,Filament,Width219,Temp,Condition
50,Mon Jul 13 14:20:40 2020,34,1,351168,3862,195584,8901,10500,1177,1394,119.063,34.6,1535,17.63,90.3,31.31,17.561,1,-0.007,250,0
51,Tue Jul 14 13:39:34 2020,34,1,363328,3908,198976,8358,10648,1025,1394,119.188,34.6,1535,17.63,90.3,31.11,17.561,1,-0.008,250,0
52,Wed Jul 15 13:53:10 2020,34,1,303168,3323,200640,8645,12019,1187,1395,118.875,34.6,1535,17.63,90.3,30.72,17.561,1,-0.008,250,0
53,Thu Jul 16 12:14:54 2020,34,1,401984,4241,225152,9641,12630,1327,1395,118.875,34.6,1535,17.63,90.3,31.31,17.561,1,-0.008,250,0
54,Fri Jul 17 14:58:31 2020,34,1,353280,3950,184640,8179,10670,1107,1397,118.813,34.6,1535,15.14,90.3,33.5,17.723,1,-0.007,250,1
55,Mon Jul 20 17:18:58 2020,34,1,466368,5188,313152,13756,17552,1794,1392,119.375,34.6,1683,17.63,90.3,29.92,17.561,2,-0.006,250,0
56,Tue Jul 21 14:27:16 2020,34,1,309888,3261,210112,8997,11395,1046,1388,119.25,34.6,1589,17.63,90.3,30.12,17.561,2,-0.01,250,0
57,Wed Jul 22 13:26:32 2020,34,1,290112,3215,188736,8387,10036,1002,1393,118.938,34.6,1589,17.63,90.3,30.12,17.561,2,-0.008,250,0
58,Thu Jul 23 14:40:46 2020,34,1,297152,3317,193728,8464,9592,988,1392,118.875,34.6,1589,17.63,90.3,30.32,17.561,2,-0.009,250,0
59,Fri Jul 24 14:21:20 2020,34,1,356864,3984,238912,10524,12796,1196,1392,119,34.6,1636,17.63,90.3,30.52,17.561,2,-0.007,250,0
60,Mon Jul 27 12:01:53 2020,34,1,309632,3325,206464,9177,10625,1082,1392,119.188,34.6,1589,17.63,90.3,29.92,17.561,2,-0.007,250,0
61,Tue Jul 28 10:55:48 2020,34,1,299008,3341,199872,8583,10436,1106,1390,119.063,34.6,1589,17.63,90.3,29.92,17.561,2,-0.009,250,0
62,Wed Jul 29 14:22:54 2020,34,1,366848,3989,249536,11121,13542,1156,1392,119.063,34.6,1636,17.63,90.3,30.12,17.561,2,-0.008,250,0
63,Thu Jul 30 12:06:43 2020,34,1,319040,3591,219008,9758,11366,1206,1390,119.125,34.6,1589,17.63,90.3,29.72,17.561,2,-0.008,250,0
64,Fri Jul 31 14:20:06 2020,34,1,370944,4332,255616,11563,13725,1219,1392,118.938,34.6,1636,17.63,90.3,29.92,17.561,2,-0.007,250,0
65,Mon Aug 03 12:37:42 2020,34,1,304960,3275,206912,9511,10911,1062,1393,119.063,34.6,1589,17.63,90.3,29.52,17.561,2,-0.007,250,0
66,Tue Aug 04 11:29:42 2020,34,1,278848,3013,196416,8482,10522,1044,1391,118.938,34.6,1589,17.63,90.3,29.72,17.561,2,-0.008,250,0
67,Wed Aug 05 13:10:28 2020,34,1,291968,3081,207040,8617,11244,1195,1392,118.813,34.6,1589,17.63,90.3,29.52,17.561,2,-0.009,250,0
68,Thu Aug 06 14:29:20 2020,34,1,351616,4005,248320,10901,13972,1501,1389,118.688,34.6,1636,17.63,90.3,29.52,17.561,2,-0.008,250,0
69,Fri Aug 07 14:50:38 2020,34,1,378816,4161,269760,11150,14874,1312,1390,119,34.6,1636,17.63,90.3,29.12,17.561,2,-0.008,250,0
70,Mon Aug 10 14:46:46 2020,34,1,480896,5156,339648,14797,17816,1773,1393,119,34.6,1683,17.63,90.3,28.92,17.561,2,-0.008,250,0
71,Tue Aug 11 12:21:04 2020,34,1,475392,5269,336832,14602,19152,1913,1391,118.938,34.6,1683,17.63,90.3,29.12,17.561,2,-0.01,250,0
72,Wed Aug 12 09:56:40 2020,34,1,349632,3881,245056,11014,13983,1393,1390,119.063,34.6,1636,17.63,90.3,28.92,17.561,2,-0.008,250,0
73,Thu Aug 13 11:17:58 2020,34,1,355520,3997,250496,10478,13772,1371,1389,119.063,34.6,1636,20.18,90.3,28.72,17.39,2,-0.01,250,0
74,Fri Aug 14 13:18:51 2020,34,1,363520,4169,261888,11325,14570,1291,1390,119.063,34.6,1636,17.63,90.3,28.52,17.561,2,-0.008,250,0
75,Mon Aug 17 14:24:22 2020,34,1,441472,4817,315904,13698,16808,1753,1392,119,34.6,1683,17.63,90.3,28.33,17.561,2,-0.007,250,0
76,Tue Aug 18 13:19:54 2020,34,1,346880,3841,248256,10614,13144,1329,1391,119,34.6,1636,17.63,90.3,28.13,17.561,2,-0.008,250,0
77,Wed Aug 19 12:02:05 2020,34,1,370560,4160,272704,11498,14895,1488,1390,119.125,34.6,1636,20.18,90.3,28.33,16.351,2,-0.008,250,0
78,Thu Aug 20 11:38:08 2020,34,1,376512,4276,275648,11533,14431,1464,1389,118.938,34.6,1636,20.18,90.3,27.93,17.39,2,-0.008,250,0
79,Fri Aug 21 11:59:22 2020,34,1,337088,3741,239168,10558,12484,1190,1390,119.063,34.6,1636,20.18,90.3,27.53,17.39,2,-0.008,250,0
80,Mon Aug 24 12:37:07 2020,34,1,319488,3201,233920,9935,12886,1342,1392,119.188,34.6,1636,20.18,90.3,27.53,17.39,2,-0.007,250,0
81,Tue Aug 25 12:41:08 2020,34,1,301120,3425,219712,9839,12095,1264,1390,119.063,34.6,1636,20.18,90.3,27.53,17.39,2,-0.008,250,0
82,Wed Aug 26 11:58:16 2020,34,1,323264,3623,237504,10139,13288,1419,1387,119.25,34.6,1636,22.67,90.3,27.33,16.189,2,-0.009,250,0
83,Thu Aug 27 14:31:33 2020,34,1,497984,5607,370048,16808,19400,1901,1391,119.063,34.6,1730,20.18,90.3,27.53,17.39,2,-0.007,250,0
84,Fri Aug 28 14:41:22 2020,34,1,471360,5151,363072,15055,20592,2110,1389,118.688,34.6,1730,20.18,90.3,27.73,17.39,2,-0.009,250,0
85,Mon Aug 31 14:52:21 2020,34,1,460992,5132,353344,14814,19560,1951,1388,119.25,34.6,1730,20.18,90.3,27.33,17.39,2,-0.009,250,0
86,Tue Sep 01 15:21:20 2020,34,1,295488,3157,222720,9007,12213,1162,1388,119.563,34.6,1636,20.18,90.3,27.13,17.39,2,-0.007,250,0
87,Wed Sep 02 14:39:09 2020,34,1,370112,4051,266624,11498,15011,1656,1392,119.188,34.6,1683,22.67,90.3,28.13,16.189,2,-0.007,250,0
88,Thu Sep 03 14:30:51 2020,34,1,284672,3165,210944,9698,12669,1205,1387,119.375,34.6,1636,20.18,90.3,27.53,17.39,2,-0.008,250,0
89,Thu Sep 03 14:39:59 2020,34,1,297920,3332,251520,11275,16289,1689,1400,118.563,34.6,1683,17.63,90.3,31.11,16.521,2,-0.007,250,0
90,Fri Sep 04 13:34:46 2020,34,1,389504,4258,293568,12520,15958,1873,1388,119.313,34.6,1683,20.18,90.3,27.33,17.39,2,-0.008,250,0
91,Mon Sep 07 14:35:52 2020,34,1,312000,3408,240320,10704,13335,1323,1388,119.375,34.6,1683,20.18,90.3,27.53,17.39,2,-0.009,250,0
92,Tue Sep 08 14:34:30 2020,34,1,305664,3701,238336,10338,13047,1267,1389,119.188,34.6,1683,22.67,90.3,28.33,16.189,2,-0.008,250,0
93,Wed Sep 09 12:23:39 2020,34,1,357248,3844,265088,11131,14911,1501,1387,119.563,34.6,1683,20.18,90.3,27.33,17.39,2,-0.01,250,0
94,Thu Sep 10 13:23:59 2020,34,1,331968,3572,258944,11460,15501,1524,1389,119.313,34.6,1683,20.18,90.3,28.13,17.39,2,-0.007,250,0
95,Fri Sep 11 17:04:10 2020,34,1,349440,3816,245440,10332,13024,1170,1388,119.188,34.6,1636,20.18,90.3,28.72,16.351,2,-0.011,250,0
96,Mon Sep 14 15:02:52 2020,34,1,391808,4266,287232,12068,15443,1404,1389,119.375,34.6,1683,20.18,90.3,28.52,17.39,2,-0.008,250,0
97,Tue Sep 15 13:45:19 2020,34,1,292480,3294,207296,9223,11308,1071,1387,119.313,34.6,1636,20.18,90.3,28.13,17.39,2,-0.011,250,0
98,Wed Sep 16 10:56:12 2020,34,1,308032,3095,228352,9618,11416,1240,1387,119.375,34.6,1636,20.18,90.3,27.93,17.39,2,-0.009,250,1
