ID,Tune Date,System,Test ID,69 m/z,70 m/z,219 m/z,220 m/z,502 m/z,503 m/z,Amu gain,Amu offset,Emission,EM Volts,Ent Lens,Ion Focus,Repeller,Ent Lens offset,Filament,Width219,Temp,Condition
75,3/07/2020 3:09 PM  (UTC+10:00),35,1,414272,4847,286336,11178,19424,2133,2666,133.875,34.6,1948,20.18,90.3,28.33,14.273,2,-0.026,250,0
76,5/07/2020 6:55 AM  (UTC+10:00),35,1,301184,3164,207744,8694,15983,1343,2665,133.813,34.6,1915,22.67,90.3,26.73,14.11,2,-0.026,250,0
77,6/07/2020 2:09 PM  (UTC+10:00),35,1,361344,4365,256448,10643,17064,1799,2668,133.375,34.6,1926,22.67,90.3,27.33,14.11,2,-0.026,250,0
78,7/07/2020 2:30 PM  (UTC+10:00),35,1,443520,4814,310208,13223,22080,2094,2669,133.375,34.6,1945,20.18,90.3,27.73,14.273,2,-0.026,250,0
79,8/07/2020 1:47 PM  (UTC+10:00),35,1,293696,3174,180160,8307,10548,1067,2657,133.75,34.6,1872,20.18,90.3,24.14,15.312,2,-0.031,250,0
80,9/07/2020 11:27 AM  (UTC+10:00),35,1,321664,3291,243648,9818,21696,1989,2671,133.313,34.6,1934,17.63,90.3,31.51,14.443,2,-0.028,250,0
81,10/07/2020 11:45 AM  (UTC+10:00),35,1,379392,4422,279744,12240,21720,2198,2667,133.5,34.6,1893,20.18,90.3,27.53,14.273,2,-0.026,250,0
82,13/07/2020 12:28 PM  (UTC+10:00),35,1,430144,5012,268608,11698,18720,2088,2665,133.875,34.6,1944,22.67,90.3,27.13,14.11,2,-0.029,250,0
83,14/07/2020 2:24 PM  (UTC+10:00),35,1,449280,5457,284224,11750,18032,2180,2670,133.688,34.6,1988,20.18,90.3,28.13,15.312,2,-0.021,250,0
84,15/07/2020 1:48 PM  (UTC+10:00),35,1,342912,3970,224832,10166,14845,1637,2662,134.25,34.6,1930,22.67,90.3,27.73,14.11,2,-0.025,250,0
85,16/07/2020 11:55 AM  (UTC+10:00),35,1,368640,3491,243264,9956,15125,1453,2667,133.125,34.6,1935,20.18,90.3,28.52,15.312,2,-0.025,250,0
86,17/07/2020 12:35 PM  (UTC+10:00),35,1,416576,4293,264448,11103,17336,1843,2671,133.938,34.6,2000,22.67,90.3,28.13,14.11,2,-0.018,250,0
87,20/07/2020 2:24 PM  (UTC+10:00),35,1,350720,3584,225088,10528,13642,1517,2668,133.625,34.6,1947,22.67,90.3,27.73,14.11,2,-0.024,250,0
88,21/07/2020 2:28 PM  (UTC+10:00),35,1,352448,4200,228608,9563,15613,1524,2672,133.5,34.6,1953,22.67,90.3,27.53,14.11,2,-0.025,250,1
