ID,Tune Date,System,Test ID,69 m/z,70 m/z,219 m/z,220 m/z,502 m/z,503 m/z,Amu gain,Amu offset,Emission,EM Volts,Ent Lens,Ion Focus,Repeller,Ent Lens offset,Filament,Width219,Temp,Condition
35,25/09/2020 1:33 PM  (UTC+10:00),35,1,355328,4238,290688,12296,18744,1873,2655,133.5,34.6,1741,22.67,90.3,25.74,13.071,2,-0.022,250,0
36,28/09/2020 1:44 PM  (UTC+10:00),35,1,324800,3390,258112,11263,17008,1809,2657,133.688,34.6,1731,22.67,90.3,25.93,13.071,2,-0.02,250,0
37,29/09/2020 2:34 PM  (UTC+10:00),35,1,440448,5385,356480,15348,24752,2634,2653,133.563,34.6,1797,22.67,90.3,25.74,13.071,2,-0.026,250,0
38,30/09/2020 2:21 PM  (UTC+10:00),35,1,409280,4219,322816,14717,20008,2345,2656,133.75,34.6,1799,22.67,90.3,26.33,13.071,2,-0.023,250,0
39,1/10/2020 1:32 PM  (UTC+10:00),35,1,364416,3678,282624,11843,18400,1653,2660,133.625,34.6,1750,22.67,90.3,25.54,13.071,2,-0.019,250,0
40,2/10/2020 11:32 AM  (UTC+10:00),35,1,315072,3150,248576,10502,15959,1802,2658,133.75,34.6,1803,22.67,90.3,26.13,13.071,2,-0.02,250,0
41,6/10/2020 2:16 PM  (UTC+11:00),35,1,393408,4171,313344,12387,20816,1925,2656,133.75,34.6,1779,22.67,90.3,25.93,13.071,2,-0.023,250,0
42,7/10/2020 1:06 PM  (UTC+11:00),35,1,380800,3913,297472,12423,18832,1786,2658,133.75,34.6,1767,22.67,90.3,25.93,13.071,2,-0.023,250,0
43,8/10/2020 1:07 PM  (UTC+11:00),35,1,379264,3992,293312,12680,19176,2278,2657,133.813,34.6,1754,22.67,90.3,25.74,13.071,2,-0.022,250,0
44,9/10/2020 11:41 AM  (UTC+11:00),35,1,342464,3955,270080,12189,18176,1805,2658,133.625,34.6,1747,22.67,90.3,25.74,13.071,2,-0.022,250,0
45,12/10/2020 2:46 PM  (UTC+11:00),35,1,451200,5148,355392,15732,23072,2260,2659,133.813,34.6,1798,22.67,90.3,25.93,13.071,2,-0.021,250,0
46,13/10/2020 12:10 PM  (UTC+11:00),35,1,353664,3878,280448,11429,18832,1758,2655,134.063,34.6,1753,22.67,90.3,25.74,13.071,2,-0.021,250,0
47,14/10/2020 12:09 PM  (UTC+11:00),35,1,339840,3589,270272,11656,16680,1836,2656,133.75,34.6,1727,22.67,90.3,25.34,13.071,2,-0.022,250,0
48,15/10/2020 2:24 PM  (UTC+11:00),35,1,386112,4214,302464,13017,20048,1898,2656,134,34.6,1777,22.67,90.3,25.93,13.071,2,-0.023,250,0
49,16/10/2020 2:21 PM  (UTC+11:00),35,1,424384,4691,338368,13828,22792,2625,2655,133.75,34.6,1807,22.67,90.3,26.13,13.071,2,-0.022,250,0
50,19/10/2020 3:15 PM  (UTC+11:00),35,1,446912,5134,345216,14868,25536,2399,2654,133.813,34.6,1821,22.67,90.3,26.13,13.071,2,-0.026,250,0
51,20/10/2020 11:22 AM  (UTC+11:00),35,1,352128,3332,277312,12154,18792,1787,2655,133.875,34.6,1780,22.67,90.3,25.93,13.071,2,-0.024,250,0
52,21/10/2020 12:02 PM  (UTC+11:00),35,1,338368,3373,265024,11123,16880,1945,2656,133.938,34.6,1765,22.67,90.3,25.54,13.071,2,-0.022,250,0
53,22/10/2020 2:22 PM  (UTC+11:00),35,1,357888,4069,284864,11492,20112,2086,2658,133.75,34.6,1781,22.67,90.3,27.33,13.071,2,-0.023,250,0
54,23/10/2020 2:53 PM  (UTC+11:00),35,1,459840,4865,358656,16512,21928,2406,2656,133.813,34.6,1794,22.67,90.3,25.74,13.071,2,-0.023,250,0
55,26/10/2020 1:32 PM  (UTC+11:00),35,1,425216,4195,338688,14329,23792,2689,2654,133.938,34.6,1795,22.67,90.3,25.54,13.071,2,-0.024,250,0
56,27/10/2020 11:18 AM  (UTC+11:00),35,1,325888,3659,253312,10793,15874,1630,2656,134,34.6,1754,22.67,90.3,24.94,13.071,2,-0.021,250,0
57,28/10/2020 2:21 PM  (UTC+11:00),35,1,379520,4139,292224,12946,19864,2319,2656,133.875,34.6,1815,22.67,90.3,25.54,13.071,2,-0.023,250,0
58,29/10/2020 2:21 PM  (UTC+11:00),35,1,383744,4346,307008,12963,19568,2293,2658,133.875,34.6,1801,22.67,90.3,25.93,13.071,2,-0.021,250,0
59,30/10/2020 3:28 PM  (UTC+11:00),35,1,360064,3958,276928,13036,19664,2035,2657,133.75,34.6,1824,22.67,90.3,26.13,13.071,2,-0.024,250,0
60,2/11/2020 11:43 AM  (UTC+11:00),35,1,268672,2864,205184,9051,13103,1412,2658,133.75,34.6,1783,22.67,90.3,25.74,13.071,2,-0.022,250,0
61,3/11/2020 2:22 PM  (UTC+11:00),35,1,386112,4066,297216,12849,20368,2020,2657,133.688,34.6,1810,22.67,90.3,26.13,13.071,2,-0.022,250,0
62,4/11/2020 3:51 PM  (UTC+11:00),35,1,419456,4462,318592,13611,21576,2169,2656,133.938,34.6,1838,22.67,90.3,26.33,13.071,2,-0.025,250,0
63,5/11/2020 1:33 PM  (UTC+11:00),35,1,336960,3670,289024,12365,23520,2530,2655,133.938,34.6,1770,22.67,90.3,26.13,13.071,2,-0.025,250,0
64,17/11/2020 3:27 PM  (UTC+11:00),35,1,399680,4348,329472,14704,21928,2561,2658,132.813,34.6,1759,20.18,90.3,24.54,14.273,2,-0.026,250,0
65,18/11/2020 6:12 PM  (UTC+11:00),35,1,420928,4626,353024,15943,23776,2508,2659,132.813,34.6,1761,20.18,90.3,24.94,14.273,2,-0.025,250,0
66,4/12/2020 12:13 PM  (UTC+11:00),35,1,339584,3583,308096,12834,27624,2918,2657,135,34.6,1751,20.18,90.3,31.11,13.233,2,-0.016,250,0
67,14/12/2020 6:28 PM  (UTC+11:00),35,1,421632,4363,351040,15619,23240,2423,2655,134.688,34.6,1769,25.23,90.3,23.15,12.901,2,-0.018,250,0
68,15/12/2020 7:14 AM  (UTC+11:00),35,1,366592,4214,303040,12833,21592,1691,2657,133.875,34.6,1766,25.23,90.3,22.55,12.901,2,-0.024,250,0
69,13/01/2021 2:52 PM  (UTC+11:00),35,1,374080,3858,308608,13740,20944,2098,2655,134.063,34.6,1748,22.67,90.3,25.34,14.11,2,-0.025,250,0
70,14/01/2021 8:11 AM  (UTC+11:00),35,1,325440,3489,272128,11432,18872,1792,2656,133.938,34.6,1754,20.18,90.3,25.34,14.273,2,-0.026,250,0
71,18/01/2021 10:07 AM  (UTC+11:00),35,1,427392,4329,349440,15164,27784,2765,2655,134,34.6,1798,22.67,90.3,25.54,13.071,2,-0.024,250,0
72,19/01/2021 1:53 PM  (UTC+11:00),35,1,269952,3098,222528,10246,16920,1824,2655,133.75,34.6,1719,22.67,90.3,25.54,13.071,2,-0.026,250,0
73,20/01/2021 1:27 PM  (UTC+11:00),35,1,389440,4189,339136,14597,25752,2790,2656,133.813,34.6,1757,22.67,90.3,26.13,13.071,2,-0.024,250,1
