ID,Tune Date,System,Test ID,69 m/z,70 m/z,219 m/z,220 m/z,502 m/z,503 m/z,Amu gain,Amu offset,Emission,EM Volts,Ent Lens,Ion Focus,Repeller,Ent Lens offset,Filament,Width219,Temp,Condition
19,Thu Nov 19 11:35:33 2020,36,1,303232,3240,253056,11254,22520,2071,1890,117.438,34.6,1474,17.63,90.3,31.11,14.443,1,-0.018,250,0
20,Fri Nov 20 13:05:50 2020,36,1,338048,3647,281152,12002,25640,2786,1889,117.625,34.6,1474,17.63,90.3,31.11,14.443,1,-0.018,250,0
21,Mon Nov 23 14:02:27 2020,36,1,344576,3476,293824,12986,25800,2616,1891,117.438,34.6,1474,17.63,90.3,29.92,14.443,1,-0.019,250,0
22,Tue Nov 24 12:27:16 2020,36,1,398528,4541,333312,14514,29800,2840,1889,117.438,34.6,1521,17.63,90.3,30.32,14.443,1,-0.019,250,0
23,Wed Nov 25 13:22:24 2020,36,1,401664,4096,337536,14867,29944,3165,1890,117.375,34.6,1521,17.63,90.3,31.31,14.443,1,-0.02,250,0
24,Thu Nov 26 14:05:14 2020,36,1,392640,4267,329024,14311,30680,3163,1891,117.688,34.6,1521,17.63,90.3,30.91,14.443,1,-0.017,250,0
25,Fri Nov 27 14:27:28 2020,36,1,307328,3592,259712,11166,23912,2397,1890,117.625,34.6,1474,20.18,90.3,30.52,13.233,1,-0.019,250,0
26,Mon Nov 30 15:39:17 2020,36,1,345600,3854,293888,12783,27800,2871,1890,117.75,34.6,1474,20.18,90.3,29.52,13.233,1,-0.018,250,0
27,Tue Dec 01 15:10:56 2020,36,1,306944,3599,262016,11646,26432,2608,1890,117.563,34.6,1474,20.18,90.3,29.92,13.233,1,-0.019,250,0
28,Wed Dec 02 11:46:17 2020,36,1,369984,3790,310912,13508,30216,3313,1890,117.438,34.6,1521,20.18,90.3,29.72,13.233,1,-0.019,250,0
29,Thu Dec 03 15:47:07 2020,36,1,462592,5194,391744,16872,40312,4180,1889,117.563,34.6,1568,20.18,90.3,30.32,13.233,1,-0.019,250,0
30,Mon Dec 07 15:20:23 2020,36,1,316672,3645,272128,11871,26672,2809,1891,117.625,34.6,1474,20.18,90.3,29.12,13.233,1,-0.017,250,0
31,Tue Dec 08 15:23:16 2020,36,1,355392,3728,303488,13139,30472,2880,1890,117.563,34.6,1521,20.18,90.3,29.52,13.233,1,-0.018,250,0
32,Wed Dec 09 12:42:12 2020,36,1,326656,3667,282176,11857,27864,3089,1891,117.438,34.6,1521,20.18,90.3,29.72,13.233,1,-0.017,250,0
33,Thu Dec 10 20:00:10 2020,36,1,347904,3787,296128,12967,27960,2458,1890,118.188,34.6,1521,20.18,90.3,29.72,14.273,1,-0.018,250,1
34,Fri Dec 11 15:47:03 2020,36,1,322112,3561,265728,11537,26648,2654,1891,117.75,34.6,1521,17.63,90.3,29.72,14.443,2,-0.017,250,0
35,Mon Dec 14 16:48:43 2020,36,1,346240,4133,278272,12107,27944,2947,1889,117.875,34.6,1521,20.18,90.3,29.32,14.273,2,-0.018,250,0
36,Tue Dec 15 16:17:26 2020,36,1,380992,4129,311936,14064,30864,3220,1889,117.875,34.6,1521,20.18,90.3,29.12,14.273,2,-0.017,250,0
37,Wed Dec 16 15:36:26 2020,36,1,351616,3682,295040,12862,30232,3151,1890,117.813,34.6,1521,20.18,90.3,29.72,14.273,2,-0.016,250,0
38,Thu Dec 17 16:43:48 2020,36,1,411904,4641,348608,14963,35352,3556,1890,117.938,34.6,1521,20.18,90.3,28.92,14.273,2,-0.015,250,0
39,Fri Dec 18 17:27:11 2020,36,1,374272,4142,311360,14077,31608,3214,1891,117.813,34.6,1521,20.18,90.3,27.93,14.273,2,-0.016,250,0
40,Sat Dec 19 15:17:09 2020,36,1,316352,3665,263936,11275,25144,2347,1891,117.625,34.6,1521,20.18,90.3,27.13,14.273,2,-0.016,250,0
41,Mon Dec 21 16:04:43 2020,36,1,282944,3289,239552,10055,24016,2903,1890,117.563,34.6,1521,20.18,90.3,27.53,14.273,2,-0.017,250,0
42,Tue Dec 22 15:41:04 2020,36,1,389312,4285,336064,14539,33456,3411,1891,117.625,34.6,1568,20.18,90.3,27.53,14.273,2,-0.014,250,0
43,Wed Dec 23 15:06:48 2020,36,1,354688,4102,301632,12837,31776,3166,1890,117.438,34.6,1568,20.18,90.3,27.13,14.273,2,-0.016,250,0
44,Thu Dec 24 14:28:51 2020,36,1,368512,4152,322624,14127,33720,3324,1889,117.5,34.6,1568,20.18,90.3,27.73,14.273,2,-0.017,250,0
45,Tue Dec 29 14:13:47 2020,36,1,359872,4145,312960,13673,31184,3351,1889,118.5,34.6,1568,20.18,90.3,26.73,14.273,2,-0.017,250,0
46,Wed Dec 30 11:51:15 2020,36,1,291456,3407,255040,10326,26024,3093,1891,118,34.6,1568,20.18,90.3,26.93,14.273,2,-0.016,250,0
47,Thu Dec 31 15:06:07 2020,36,1,302784,3599,265984,11652,27728,2615,1890,117.938,34.6,1568,20.18,90.3,27.73,14.273,2,-0.016,250,0
48,Thu Jan 07 13:31:48 2021,36,1,321792,3613,273152,12503,26200,2640,1891,117.625,34.6,1615,20.18,90.3,26.13,14.273,2,-0.016,250,0
49,Wed Jan 13 10:55:28 2021,36,1,287616,2932,249024,10650,24568,2404,1892,118,34.6,1568,20.18,90.3,27.33,14.273,2,-0.016,250,0
50,Mon Jan 18 09:46:38 2021,36,1,329472,3670,277568,12604,26848,2411,1891,117.875,34.6,1568,20.18,90.3,26.93,14.273,2,-0.018,250,0
51,Mon Jan 18 10:07:41 2021,36,1,396736,3991,339328,13749,32240,3004,1891,117.875,34.6,1615,20.18,90.3,27.13,14.273,2,-0.017,250,0
52,Tue Jan 19 12:03:20 2021,36,1,338624,3770,290112,12369,28120,2752,1890,117.75,34.6,1568,20.18,90.3,27.13,14.273,2,-0.018,250,0
53,Wed Jan 20 13:01:27 2021,36,1,335168,3611,287424,12530,25824,2852,1889,117.938,34.6,1568,20.18,90.3,25.34,14.273,2,-0.017,250,0
54,Thu Jan 21 12:15:35 2021,36,1,295808,3271,256064,10707,25296,2346,1888,118.188,34.6,1568,20.18,90.3,27.13,14.273,2,-0.016,250,0
55,Fri Jan 22 13:13:52 2021,36,1,386752,4020,332032,14651,32864,3270,1890,117.938,34.6,1568,20.18,90.3,26.93,14.273,2,-0.016,250,0
56,Mon Jan 25 12:01:59 2021,36,1,340608,3958,292032,12355,28216,2710,1890,118.188,34.6,1521,20.18,90.3,26.13,14.273,2,-0.017,250,0
57,Wed Jan 27 11:43:56 2021,36,1,329216,3664,282624,11769,26504,2439,1889,118.125,34.6,1521,20.18,90.3,26.13,14.273,2,-0.018,250,0
58,Thu Jan 28 11:19:22 2021,36,1,354048,3527,301120,12461,30968,3113,1888,118,34.6,1568,20.18,90.3,26.93,14.273,2,-0.018,250,0
59,Fri Jan 29 12:54:19 2021,36,1,368448,4361,312064,12951,31688,2971,1890,117.688,34.6,1568,20.18,90.3,27.33,14.273,2,-0.018,250,0
60,Mon Feb 01 12:03:50 2021,36,1,294592,3214,250496,10790,23776,2500,1890,118,34.6,1521,20.18,90.3,25.74,14.273,2,-0.018,250,0
61,Tue Feb 02 11:01:29 2021,36,1,357312,3927,301504,13006,30328,2951,1891,117.938,34.6,1568,20.18,90.3,26.73,14.273,2,-0.015,250,0
62,Wed Feb 03 13:39:39 2021,36,1,306816,3484,262592,12092,27776,2849,1891,117.75,34.6,1568,20.18,90.3,27.13,14.273,2,-0.016,250,0
63,Thu Feb 04 12:03:16 2021,36,1,318144,3481,278080,12702,28624,2734,1890,118.063,34.6,1568,22.67,90.3,27.13,13.071,2,-0.016,250,0
64,Fri Feb 05 12:04:31 2021,36,1,397504,4449,343360,14685,34256,3400,1890,118,34.6,1568,20.18,90.3,27.13,14.273,2,-0.016,250,0
65,Mon Feb 08 13:08:13 2021,36,1,389440,4237,331776,14142,32912,3059,1890,118.063,34.6,1568,22.67,90.3,26.13,13.071,2,-0.018,250,0
66,Tue Feb 09 14:09:38 2021,36,1,376960,4210,324480,14078,32832,2980,1888,117.938,34.6,1568,20.18,90.3,26.73,14.273,2,-0.018,250,0
67,Wed Feb 10 12:37:39 2021,36,1,313216,3237,265472,11609,27616,2545,1890,117.813,34.6,1568,20.18,90.3,27.13,14.273,2,-0.017,250,0
68,Thu Feb 11 11:58:50 2021,36,1,300608,3080,259968,11129,26720,2756,1890,117.75,34.6,1568,20.18,90.3,26.93,14.273,2,-0.017,250,0
69,Fri Feb 12 10:57:01 2021,36,1,335808,3349,290176,13034,29240,2957,1890,117.875,34.6,1568,20.18,90.3,26.93,14.273,2,-0.015,250,0
70,Mon Feb 15 11:32:31 2021,36,1,363776,4016,314688,13293,29592,3278,1891,117.813,34.6,1568,20.18,90.3,26.13,14.273,2,-0.017,250,0
71,Tue Feb 16 10:21:43 2021,36,1,353280,4184,311808,12936,31808,3364,1890,118.063,34.6,1568,22.67,90.3,26.93,13.071,2,-0.018,250,0
72,Wed Feb 17 13:38:17 2021,36,1,492288,5296,423104,18760,44760,4126,1889,117.875,34.6,1615,20.18,90.3,27.53,14.273,2,-0.017,250,0
73,Thu Feb 18 11:45:19 2021,36,1,364032,4063,312960,13988,32696,3329,1890,117.75,34.6,1568,20.18,90.3,27.33,14.273,2,-0.017,250,1
